algorithm,user_id,diversity_mode,solution_rank,preference,cost,time,penalty,nutrition_penalty,diversity_score,breakfast_ids,lunch_dinner_ids,menu_ids,nutrient_totals,dri_limits
NSGA-II,1,with_diversity,18,90.4,44.08,669.0,0.780074,0.780074,13,"[22, 15, 12, 2, 17, 56, 85]","[177, 297, 228, 396, 126, 98, 374, 294, 327, 362, 147, 113, 139]","[22, 15, 12, 2, 17, 56, 85, 177, 297, 228, 396, 126, 98, 374, 294, 327, 362, 147, 113, 139]","{""Calcium, Ca"": 622.624, ""Copper, Cu"": 1.9976984000000002, ""Iron, Fe"": 24.880434000000005, ""Magnesium, Mg"": 449.38846000000007, ""Manganese, Mn"": 4.966002, ""Phosphorus, P"": 1763.9239667000002, ""Sodium, Na"": 2615.1211399999997, ""Potassium, K"": 6803.734600000001, ""Zinc, Zn"": 13.343843499999998, ""Carbohydrate, by difference"": 298.631974, ""Fiber, total dietary"": 58.050197999999995, ""Protein"": 105.42904999999999, ""Energy"": 2755.497, ""Vitamin A"": 1567.4872131999998, ""Vitamin B-6"": 4.569692600000001, ""Vitamin B-12"": 50.82963279999999, ""Vitamin C, total ascorbic acid"": 546.8793880000001, ""Vitamin D"": 0.23858010000000002, ""Vitamin E (alpha-tocopherol)"": 60.04100999999999, ""Thiamin"": 5.1677317, ""Riboflavin"": 18.571729699999995, ""Niacin"": 36.700162, ""Pantothenic acid"": 121.331684, ""Vitamin B-9 Folic acid"": 592.5248199999999, ""Vitamin B-7"": 37.03936999999999, ""Total lipid (fat)"": 131.802218}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,19,76.7,50.67,372.0,0.640593,0.640593,14,"[85, 29, 61, 5, 28, 40, 69, 51]","[263, 376, 265, 131, 98, 271, 353, 208, 285, 362, 147, 105]","[85, 29, 61, 5, 28, 40, 69, 51, 263, 376, 265, 131, 98, 271, 353, 208, 285, 362, 147, 105]","{""Calcium, Ca"": 1484.10741, ""Copper, Cu"": 2.3467918, ""Iron, Fe"": 30.039545600000004, ""Magnesium, Mg"": 552.94625, ""Manganese, Mn"": 2.7023792799999997, ""Phosphorus, P"": 1503.5643, ""Sodium, Na"": 2624.5921600000006, ""Potassium, K"": 5557.9074, ""Zinc, Zn"": 12.183374699999998, ""Carbohydrate, by difference"": 339.78608199999996, ""Fiber, total dietary"": 29.0682386, ""Protein"": 95.8016655, ""Energy"": 2642.8295, ""Vitamin A"": 2437.14046, ""Vitamin B-6"": 3.1180950000000003, ""Vitamin B-12"": 17.4367147, ""Vitamin C, total ascorbic acid"": 421.12337800000006, ""Vitamin D"": 0.3543253, ""Vitamin E (alpha-tocopherol)"": 35.1810651, ""Thiamin"": 6.562827199999999, ""Riboflavin"": 4.894257199999999, ""Niacin"": 18.628137, ""Pantothenic acid"": 33.2013266, ""Vitamin B-9 Folic acid"": 296.74324, ""Vitamin B-7"": 15.588921000000001, ""Total lipid (fat)"": 111.10678800000001}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,20,21.4,28.22,245.0,0.898786,0.898786,10,"[5, 15, 74, 81, 68, 11]","[118, 216, 252, 284, 160, 375, 336, 245]","[5, 15, 74, 81, 68, 11, 118, 216, 252, 284, 160, 375, 336, 245]","{""Calcium, Ca"": 532.931718, ""Copper, Cu"": 1.8198755000000002, ""Iron, Fe"": 23.713391899999998, ""Magnesium, Mg"": 354.10497999999995, ""Manganese, Mn"": 2.0007692, ""Phosphorus, P"": 1326.6669127999999, ""Sodium, Na"": 1682.03892, ""Potassium, K"": 6040.449288, ""Zinc, Zn"": 18.996926600000002, ""Carbohydrate, by difference"": 307.13412000000005, ""Fiber, total dietary"": 35.702872600000006, ""Protein"": 100.10708879999999, ""Energy"": 2759.7182000000007, ""Vitamin A"": 1352.86421, ""Vitamin B-6"": 3.13652, ""Vitamin B-12"": 17.30784, ""Vitamin C, total ascorbic acid"": 305.71649199999996, ""Vitamin D"": 0.034363, ""Vitamin E (alpha-tocopherol)"": 37.83039, ""Thiamin"": 4.59129, ""Riboflavin"": 4.023082, ""Niacin"": 23.04276, ""Pantothenic acid"": 30.14483, ""Vitamin B-9 Folic acid"": 216.1446, ""Vitamin B-7"": 12.002679999999998, ""Total lipid (fat)"": 134.59991999999997}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,21,79.7,46.39,329.0,0.551639,0.551639,13,"[86, 90, 82, 85, 29, 61, 5, 28, 40, 69]","[156, 179, 353, 336, 208, 362, 147, 105, 248, 266, 161]","[86, 90, 82, 85, 29, 61, 5, 28, 40, 69, 156, 179, 353, 336, 208, 362, 147, 105, 248, 266, 161]","{""Calcium, Ca"": 1260.11043, ""Copper, Cu"": 1.9685833000000004, ""Iron, Fe"": 25.4979376, ""Magnesium, Mg"": 452.68892, ""Manganese, Mn"": 3.6500026799999996, ""Phosphorus, P"": 1528.10454, ""Sodium, Na"": 2565.779130000001, ""Potassium, K"": 6561.599700000001, ""Zinc, Zn"": 19.1023197, ""Carbohydrate, by difference"": 303.17466199999996, ""Fiber, total dietary"": 40.9891365, ""Protein"": 114.9968175, ""Energy"": 2643.7335300000004, ""Vitamin A"": 1935.6809, ""Vitamin B-6"": 4.6448962, ""Vitamin B-12"": 15.314302, ""Vitamin C, total ascorbic acid"": 486.67553999999996, ""Vitamin D"": 0.5306533, ""Vitamin E (alpha-tocopherol)"": 31.7399251, ""Thiamin"": 8.425393199999998, ""Riboflavin"": 4.240152200000001, ""Niacin"": 26.579062199999996, ""Pantothenic acid"": 31.618941000000003, ""Vitamin B-9 Folic acid"": 583.0452899999999, ""Vitamin B-7"": 22.117451, ""Total lipid (fat)"": 136.77018819999998}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,22,11.7,13.4,417.0,0.628089,0.628089,7,"[7, 59, 82]","[198, 172, 214, 110, 189, 139, 245]","[7, 59, 82, 198, 172, 214, 110, 189, 139, 245]","{""Calcium, Ca"": 789.89144, ""Copper, Cu"": 1.726435, ""Iron, Fe"": 15.997745, ""Magnesium, Mg"": 365.10709999999995, ""Manganese, Mn"": 4.319815999999999, ""Phosphorus, P"": 1272.4593, ""Sodium, Na"": 2225.9246700000003, ""Potassium, K"": 4539.709000000001, ""Zinc, Zn"": 8.442651000000001, ""Carbohydrate, by difference"": 241.57876000000002, ""Fiber, total dietary"": 55.8662509, ""Protein"": 65.70911600000001, ""Energy"": 2396.3125, ""Vitamin A"": 319.3303200000001, ""Vitamin B-6"": 2.2613354, ""Vitamin B-12"": 5.280796100000001, ""Vitamin C, total ascorbic acid"": 398.89288, ""Vitamin D"": 2.9784183000000004, ""Vitamin E (alpha-tocopherol)"": 37.982220000000005, ""Thiamin"": 3.359527, ""Riboflavin"": 1.9929931, ""Niacin"": 9.511963, ""Pantothenic acid"": 101.526623, ""Vitamin B-9 Folic acid"": 545.7725, ""Vitamin B-7"": 12.961825, ""Total lipid (fat)"": 137.96997}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,23,8.8,11.22,225.0,2.025174,2.025174,6,"[62, 35, 64]","[185, 339, 139]","[62, 35, 64, 185, 339, 139]","{""Calcium, Ca"": 620.4647, ""Copper, Cu"": 0.8207280000000001, ""Iron, Fe"": 6.96312, ""Magnesium, Mg"": 146.7145, ""Manganese, Mn"": 7.4224879999999995, ""Phosphorus, P"": 491.9989, ""Sodium, Na"": 1745.247, ""Potassium, K"": 2064.299, ""Zinc, Zn"": 3.4712680000000002, ""Carbohydrate, by difference"": 279.32439999999997, ""Fiber, total dietary"": 14.40993, ""Protein"": 38.94034, ""Energy"": 2438.187, ""Vitamin A"": 904.9912099999999, ""Vitamin B-6"": 0.9392440000000001, ""Vitamin B-12"": 16.668248, ""Vitamin C, total ascorbic acid"": 227.90233999999998, ""Vitamin D"": 11.700176, ""Vitamin E (alpha-tocopherol)"": 14.86355, ""Thiamin"": 2.3703700000000003, ""Riboflavin"": 0.63422, ""Niacin"": 4.978584, ""Pantothenic acid"": 5.26547, ""Vitamin B-9 Folic acid"": 225.7152, ""Vitamin B-7"": 12.507336, ""Total lipid (fat)"": 137.992}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,24,77.3,35.28,670.0,1.048406,1.048406,13,"[57, 13, 7, 28, 34]","[393, 155, 319, 270, 294, 272, 404, 348, 234, 264, 158, 139, 336]","[57, 13, 7, 28, 34, 393, 155, 319, 270, 294, 272, 404, 348, 234, 264, 158, 139, 336]","{""Calcium, Ca"": 700.6771299999999, ""Copper, Cu"": 1.4149624000000003, ""Iron, Fe"": 15.25035, ""Magnesium, Mg"": 425.51135, ""Manganese, Mn"": 2.8827481799999997, ""Phosphorus, P"": 1429.7441000000001, ""Sodium, Na"": 2530.9520000000007, ""Potassium, K"": 4733.6358, ""Zinc, Zn"": 9.0275079, ""Carbohydrate, by difference"": 282.597502, ""Fiber, total dietary"": 37.217184, ""Protein"": 114.98813000000001, ""Energy"": 2722.7287, ""Vitamin A"": 75.74815, ""Vitamin B-6"": 3.4328431999999998, ""Vitamin B-12"": 20.412818299999998, ""Vitamin C, total ascorbic acid"": 384.632038, ""Vitamin D"": 0.30706490000000003, ""Vitamin E (alpha-tocopherol)"": 53.1231931, ""Thiamin"": 7.5706354000000005, ""Riboflavin"": 4.3998388, ""Niacin"": 35.656313000000004, ""Pantothenic acid"": 34.4494551, ""Vitamin B-9 Folic acid"": 359.93699999999995, ""Vitamin B-7"": 27.27469, ""Total lipid (fat)"": 137.08734}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,25,48.3,29.36,805.0,0.825503,0.825503,12,"[51, 52, 7, 75, 13]","[149, 151, 346, 215, 404, 159, 303, 158, 105, 212]","[51, 52, 7, 75, 13, 149, 151, 346, 215, 404, 159, 303, 158, 105, 212]","{""Calcium, Ca"": 950.3036999999999, ""Copper, Cu"": 1.8287160000000002, ""Iron, Fe"": 21.462345, ""Magnesium, Mg"": 551.6135, ""Manganese, Mn"": 7.305811899999999, ""Phosphorus, P"": 1558.3738999999998, ""Sodium, Na"": 2622.8919400000004, ""Potassium, K"": 4693.2074999999995, ""Zinc, Zn"": 16.2004489, ""Carbohydrate, by difference"": 280.01324, ""Fiber, total dietary"": 38.708560000000006, ""Protein"": 114.85445, ""Energy"": 2745.751, ""Vitamin A"": 269.66497000000004, ""Vitamin B-6"": 4.610930400000001, ""Vitamin B-12"": 26.963556599999997, ""Vitamin C, total ascorbic acid"": 191.33086200000002, ""Vitamin D"": 0.0648414, ""Vitamin E (alpha-tocopherol)"": 65.50814, ""Thiamin"": 4.8983293, ""Riboflavin"": 5.9175604, ""Niacin"": 33.29208, ""Pantothenic acid"": 48.46660899999999, ""Vitamin B-9 Folic acid"": 363.16515, ""Vitamin B-7"": 33.194812999999996, ""Total lipid (fat)"": 133.142118}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,26,37.0,20.86,780.0,1.420343,1.420343,9,"[72, 30]","[269, 154, 252, 123, 284, 388, 234, 151, 276, 274, 336, 245]","[72, 30, 269, 154, 252, 123, 284, 388, 234, 151, 276, 274, 336, 245]","{""Calcium, Ca"": 852.4611379999999, ""Copper, Cu"": 1.2959372000000002, ""Iron, Fe"": 9.949685300000002, ""Magnesium, Mg"": 295.93374, ""Manganese, Mn"": 1.7296398, ""Phosphorus, P"": 1041.9847128, ""Sodium, Na"": 2256.8417999999997, ""Potassium, K"": 3312.7880880000007, ""Zinc, Zn"": 7.194774000000001, ""Carbohydrate, by difference"": 344.41206000000005, ""Fiber, total dietary"": 23.897016, ""Protein"": 62.2873933, ""Energy"": 2706.8774000000003, ""Vitamin A"": 792.1786100000002, ""Vitamin B-6"": 1.484238, ""Vitamin B-12"": 3.1616207, ""Vitamin C, total ascorbic acid"": 77.974637, ""Vitamin D"": 0.411458, ""Vitamin E (alpha-tocopherol)"": 31.153489999999998, ""Thiamin"": 17.0251717, ""Riboflavin"": 1.6729226000000004, ""Niacin"": 7.486187000000001, ""Pantothenic acid"": 67.1167, ""Vitamin B-9 Folic acid"": 223.76029999999997, ""Vitamin B-7"": 14.939521999999998, ""Total lipid (fat)"": 127.61948}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,27,9.7,11.22,280.0,1.057211,1.057211,6,"[67, 66]","[339, 249, 171, 139]","[67, 66, 339, 249, 171, 139]","{""Calcium, Ca"": 907.8377, ""Copper, Cu"": 1.817072, ""Iron, Fe"": 16.08059, ""Magnesium, Mg"": 438.3058, ""Manganese, Mn"": 7.42234, ""Phosphorus, P"": 1075.587, ""Sodium, Na"": 1593.2479999999998, ""Potassium, K"": 2692.5541999999996, ""Zinc, Zn"": 7.326829999999999, ""Carbohydrate, by difference"": 344.20959999999997, ""Fiber, total dietary"": 36.394, ""Protein"": 54.62199, ""Energy"": 2744.942, ""Vitamin A"": 1007.3820199999999, ""Vitamin B-6"": 1.439866, ""Vitamin B-12"": 3.95739, ""Vitamin C, total ascorbic acid"": 343.58765, ""Vitamin D"": 3.882312, ""Vitamin E (alpha-tocopherol)"": 22.155019999999997, ""Thiamin"": 3.8424700000000005, ""Riboflavin"": 3.4928700000000004, ""Niacin"": 21.76661, ""Pantothenic acid"": 13.418410000000002, ""Vitamin B-9 Folic acid"": 283.5536, ""Vitamin B-7"": 25.21552, ""Total lipid (fat)"": 137.31495999999999}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,1,with_diversity,28,56.6,30.04,734.0,0.836356,0.836356,9,"[26, 23, 71, 62]","[331, 149, 98, 374, 294, 245, 375, 147, 313, 113]","[26, 23, 71, 62, 331, 149, 98, 374, 294, 245, 375, 147, 313, 113]","{""Calcium, Ca"": 700.439, ""Copper, Cu"": 1.9846951000000002, ""Iron, Fe"": 16.4981, ""Magnesium, Mg"": 306.4697, ""Manganese, Mn"": 2.276256, ""Phosphorus, P"": 1413.7928667, ""Sodium, Na"": 2644.70214, ""Potassium, K"": 5348.559, ""Zinc, Zn"": 10.780167500000001, ""Carbohydrate, by difference"": 291.14781999999997, ""Fiber, total dietary"": 34.218242000000004, ""Protein"": 109.56035999999999, ""Energy"": 2747.9235, ""Vitamin A"": 748.88721, ""Vitamin B-6"": 3.7583316, ""Vitamin B-12"": 42.0993728, ""Vitamin C, total ascorbic acid"": 293.426048, ""Vitamin D"": 9.3380294, ""Vitamin E (alpha-tocopherol)"": 47.68974, ""Thiamin"": 3.7948456999999998, ""Riboflavin"": 14.463510699999999, ""Niacin"": 32.262317, ""Pantothenic acid"": 89.36039400000001, ""Vitamin B-9 Folic acid"": 373.56876, ""Vitamin B-7"": 28.75875, ""Total lipid (fat)"": 136.00637799999998}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
